client_id,contact,month,campaign,pdays,previous,poutcome,y
56,telephone,may,1,,0,nonexistent,0
57,telephone,may,1,,0,nonexistent,0
58,telephone,may,1,,0,nonexistent,0
59,telephone,may,1,,0,nonexistent,0
60,telephone,may,1,,0,nonexistent,0
61,telephone,may,1,,0,nonexistent,0
62,telephone,may,1,,0,nonexistent,0
63,telephone,may,1,,0,nonexistent,0
64,telephone,may,1,,0,nonexistent,0
65,telephone,may,1,,0,nonexistent,0
66,telephone,may,1,,0,nonexistent,0
67,telephone,may,1,,0,nonexistent,0
68,telephone,may,2,,0,nonexistent,0
69,telephone,may,1,,0,nonexistent,0
70,telephone,may,1,,0,nonexistent,0
71,telephone,may,1,,0,nonexistent,0
72,telephone,may,1,,0,nonexistent,0
73,telephone,may,1,,0,nonexistent,0
74,telephone,may,1,,0,nonexistent,0
75,telephone,may,1,,0,nonexistent,1
76,telephone,may,1,,0,nonexistent,0
77,telephone,may,2,,0,nonexistent,0
78,telephone,may,1,,0,nonexistent,0
79,telephone,may,1,,0,nonexistent,0
80,telephone,may,1,,0,nonexistent,0
81,telephone,may,1,,0,nonexistent,0
82,telephone,may,2,,0,nonexistent,0
83,telephone,may,1,,0,nonexistent,1
84,telephone,may,1,,0,nonexistent,0
85,telephone,may,1,,0,nonexistent,0
86,telephone,may,2,,0,nonexistent,0
87,telephone,may,1,,0,nonexistent,0
88,telephone,may,1,,0,nonexistent,1
89,telephone,may,2,,0,nonexistent,0
90,telephone,may,2,,0,nonexistent,0
91,telephone,may,1,,0,nonexistent,0
92,telephone,may,2,,0,nonexistent,0
93,telephone,may,1,,0,nonexistent,0
94,telephone,may,1,,0,nonexistent,0
95,telephone,may,1,,0,nonexistent,0
96,telephone,may,1,,0,nonexistent,0
97,telephone,may,1,,0,nonexistent,0
98,telephone,may,1,,0,nonexistent,0
99,telephone,may,1,,0,nonexistent,0
100,telephone,may,1,,0,nonexistent,0
101,telephone,may,3,,0,nonexistent,0
102,telephone,may,1,,0,nonexistent,0
103,telephone,may,1,,0,nonexistent,0
104,telephone,may,1,,0,nonexistent,0
105,telephone,may,1,,0,nonexistent,0
106,telephone,may,2,,0,nonexistent,0
107,telephone,may,2,,0,nonexistent,0
108,telephone,may,1,,0,nonexistent,0
109,telephone,may,1,,0,nonexistent,0
110,telephone,may,1,,0,nonexistent,0
111,telephone,may,2,,0,nonexistent,0
112,telephone,may,1,,0,nonexistent,0
113,telephone,may,2,,0,nonexistent,0
114,telephone,may,2,,0,nonexistent,0
115,telephone,may,1,,0,nonexistent,0
116,telephone,may,2,,0,nonexistent,0
117,telephone,may,1,,0,nonexistent,0
118,telephone,may,1,,0,nonexistent,0
119,telephone,may,1,,0,nonexistent,0
120,telephone,may,1,,0,nonexistent,0
121,telephone,may,1,,0,nonexistent,0
122,telephone,may,1,,0,nonexistent,0
123,telephone,may,1,,0,nonexistent,0
124,telephone,may,1,,0,nonexistent,0
125,telephone,may,2,,0,nonexistent,0
126,telephone,may,1,,0,nonexistent,0
127,telephone,may,1,,0,nonexistent,0
128,telephone,may,2,,0,nonexistent,0
129,telephone,may,1,,0,nonexistent,1
130,telephone,may,1,,0,nonexistent,0
131,telephone,may,1,,0,nonexistent,0
132,telephone,may,1,,0,nonexistent,0
133,telephone,may,1,,0,nonexistent,0
134,telephone,may,1,,0,nonexistent,0
135,telephone,may,1,,0,nonexistent,0
136,telephone,may,2,,0,nonexistent,0
137,telephone,may,2,,0,nonexistent,0
138,telephone,may,2,,0,nonexistent,0
139,telephone,may,1,,0,nonexistent,1
140,telephone,may,1,,0,nonexistent,0
141,telephone,may,1,,0,nonexistent,0
142,telephone,may,1,,0,nonexistent,0
143,telephone,may,1,,0,nonexistent,0
144,telephone,may,1,,0,nonexistent,0
145,telephone,may,1,,0,nonexistent,0
146,telephone,may,1,,0,nonexistent,0
147,telephone,may,1,,0,nonexistent,0
148,telephone,may,1,,0,nonexistent,0
149,telephone,may,1,,0,nonexistent,0
150,telephone,may,1,,0,nonexistent,0
151,telephone,may,1,,0,nonexistent,0
152,telephone,may,1,,0,nonexistent,0
153,telephone,may,1,,0,nonexistent,0
154,telephone,may,1,,0,nonexistent,0
155,telephone,may,1,,0,nonexistent,0
156,telephone,may,1,,0,nonexistent,0
157,telephone,may,1,,0,nonexistent,0
158,telephone,may,2,,0,nonexistent,0
159,telephone,may,2,,0,nonexistent,0
160,telephone,may,2,,0,nonexistent,0
161,telephone,may,2,,0,nonexistent,0
162,telephone,may,1,,0,nonexistent,0
163,telephone,may,3,,0,nonexistent,0
164,telephone,may,1,,0,nonexistent,0
165,telephone,may,1,,0,nonexistent,0
166,telephone,may,1,,0,nonexistent,0
167,telephone,may,2,,0,nonexistent,0
168,telephone,may,2,,0,nonexistent,0
169,telephone,may,2,,0,nonexistent,0
170,telephone,may,1,,0,nonexistent,0
171,telephone,may,1,,0,nonexistent,0
172,telephone,may,1,,0,nonexistent,0
173,telephone,may,1,,0,nonexistent,0
174,telephone,may,3,,0,nonexistent,0
175,telephone,may,2,,0,nonexistent,0
176,telephone,may,1,,0,nonexistent,0
177,telephone,may,2,,0,nonexistent,0
178,telephone,may,1,,0,nonexistent,0
179,telephone,may,1,,0,nonexistent,0
180,telephone,may,1,,0,nonexistent,0
181,telephone,may,1,,0,nonexistent,0
182,telephone,may,2,,0,nonexistent,1
183,telephone,may,3,,0,nonexistent,0
184,telephone,may,1,,0,nonexistent,0
185,telephone,may,1,,0,nonexistent,0
186,telephone,may,1,,0,nonexistent,0
187,telephone,may,1,,0,nonexistent,0
188,telephone,may,1,,0,nonexistent,0
189,telephone,may,1,,0,nonexistent,0
190,telephone,may,1,,0,nonexistent,0
191,telephone,may,2,,0,nonexistent,0
192,telephone,may,2,,0,nonexistent,0
193,telephone,may,2,,0,nonexistent,0
194,telephone,may,1,,0,nonexistent,0
195,telephone,may,1,,0,nonexistent,0
196,telephone,may,1,,0,nonexistent,0
197,telephone,may,1,,0,nonexistent,0
198,telephone,may,2,,0,nonexistent,0
199,telephone,may,1,,0,nonexistent,0
200,telephone,may,2,,0,nonexistent,0
201,telephone,may,1,,0,nonexistent,0
202,telephone,may,2,,0,nonexistent,0
203,telephone,may,1,,0,nonexistent,0
204,telephone,may,1,,0,nonexistent,0
205,telephone,may,1,,0,nonexistent,0
206,telephone,may,1,,0,nonexistent,0
207,telephone,may,1,,0,nonexistent,0
208,telephone,may,1,,0,nonexistent,0
209,telephone,may,1,,0,nonexistent,0
210,telephone,may,1,,0,nonexistent,0
211,telephone,may,1,,0,nonexistent,0
212,telephone,may,1,,0,nonexistent,0
213,telephone,may,2,,0,nonexistent,0
214,telephone,may,1,,0,nonexistent,0
215,telephone,may,2,,0,nonexistent,0
216,telephone,may,1,,0,nonexistent,0
217,telephone,may,1,,0,nonexistent,0
218,telephone,may,1,,0,nonexistent,0
219,telephone,may,3,,0,nonexistent,0
220,telephone,may,2,,0,nonexistent,0
221,telephone,may,2,,0,nonexistent,0
222,telephone,may,1,,0,nonexistent,0
223,telephone,may,1,,0,nonexistent,0
224,telephone,may,1,,0,nonexistent,0
225,telephone,may,1,,0,nonexistent,0
226,telephone,may,2,,0,nonexistent,0
227,telephone,may,2,,0,nonexistent,0
228,telephone,may,3,,0,nonexistent,0
229,telephone,may,1,,0,nonexistent,0
230,telephone,may,2,,0,nonexistent,0
231,telephone,may,1,,0,nonexistent,0
232,telephone,may,2,,0,nonexistent,0
233,telephone,may,1,,0,nonexistent,0
234,telephone,may,1,,0,nonexistent,0
235,telephone,may,1,,0,nonexistent,0
236,telephone,may,1,,0,nonexistent,0
237,telephone,may,2,,0,nonexistent,0
238,telephone,may,2,,0,nonexistent,0
239,telephone,may,3,,0,nonexistent,0
240,telephone,may,2,,0,nonexistent,0
241,telephone,may,1,,0,nonexistent,0
242,telephone,may,1,,0,nonexistent,0
243,telephone,may,2,,0,nonexistent,0
244,telephone,may,1,,0,nonexistent,0
245,telephone,may,2,,0,nonexistent,0
246,telephone,may,1,,0,nonexistent,0
247,telephone,may,2,,0,nonexistent,0
248,telephone,may,1,,0,nonexistent,0
249,telephone,may,1,,0,nonexistent,0
250,telephone,may,1,,0,nonexistent,0
251,telephone,may,1,,0,nonexistent,0
252,telephone,may,1,,0,nonexistent,0
253,telephone,may,3,,0,nonexistent,0
254,telephone,may,2,,0,nonexistent,0
255,telephone,may,3,,0,nonexistent,0
256,telephone,may,2,,0,nonexistent,0
257,telephone,may,1,,0,nonexistent,0
258,telephone,may,1,,0,nonexistent,0
259,telephone,may,1,,0,nonexistent,0
260,telephone,may,1,,0,nonexistent,0
261,telephone,may,1,,0,nonexistent,0
262,telephone,may,1,,0,nonexistent,0
263,telephone,may,3,,0,nonexistent,0
264,telephone,may,2,,0,nonexistent,0
265,telephone,may,1,,0,nonexistent,0
266,telephone,may,2,,0,nonexistent,0
267,telephone,may,2,,0,nonexistent,0
268,telephone,may,2,,0,nonexistent,0
269,telephone,may,3,,0,nonexistent,0
270,telephone,may,1,,0,nonexistent,0
271,telephone,may,2,,0,nonexistent,0
272,telephone,may,1,,0,nonexistent,0
273,telephone,may,2,,0,nonexistent,0
274,telephone,may,2,,0,nonexistent,0
275,telephone,may,1,,0,nonexistent,0
276,telephone,may,1,,0,nonexistent,0
277,telephone,may,2,,0,nonexistent,0
278,telephone,may,4,,0,nonexistent,0
279,telephone,may,3,,0,nonexistent,0
280,telephone,may,2,,0,nonexistent,0
281,telephone,may,3,,0,nonexistent,0
282,telephone,may,3,,0,nonexistent,0
283,telephone,may,2,,0,nonexistent,0
284,telephone,may,2,,0,nonexistent,0
285,telephone,may,2,,0,nonexistent,0
286,telephone,may,3,,0,nonexistent,1
287,telephone,may,2,,0,nonexistent,0
288,telephone,may,2,,0,nonexistent,0
289,telephone,may,2,,0,nonexistent,0
290,telephone,may,2,,0,nonexistent,0
291,telephone,may,2,,0,nonexistent,0
292,telephone,may,2,,0,nonexistent,0
293,telephone,may,2,,0,nonexistent,0
294,telephone,may,2,,0,nonexistent,0
295,telephone,may,2,,0,nonexistent,0
296,telephone,may,2,,0,nonexistent,0
297,telephone,may,2,,0,nonexistent,0
298,telephone,may,3,,0,nonexistent,0
299,telephone,may,4,,0,nonexistent,0
300,telephone,may,2,,0,nonexistent,0
301,telephone,may,2,,0,nonexistent,0
302,telephone,may,2,,0,nonexistent,0
303,telephone,may,2,,0,nonexistent,0
304,telephone,may,2,,0,nonexistent,0
305,telephone,may,2,,0,nonexistent,0
306,telephone,may,2,,0,nonexistent,0
307,telephone,may,2,,0,nonexistent,0
308,telephone,may,3,,0,nonexistent,0
309,telephone,may,2,,0,nonexistent,0
310,telephone,may,3,,0,nonexistent,0
311,telephone,may,2,,0,nonexistent,0
312,telephone,may,2,,0,nonexistent,0
313,telephone,may,2,,0,nonexistent,0
314,telephone,may,2,,0,nonexistent,0
315,telephone,may,2,,0,nonexistent,0
316,telephone,may,2,,0,nonexistent,0
317,telephone,may,2,,0,nonexistent,0
318,telephone,may,2,,0,nonexistent,0
319,telephone,may,2,,0,nonexistent,0
320,telephone,may,3,,0,nonexistent,0
321,telephone,may,2,,0,nonexistent,0
322,telephone,may,2,,0,nonexistent,0
323,telephone,may,3,,0,nonexistent,0
324,telephone,may,2,,0,nonexistent,0
325,telephone,may,4,,0,nonexistent,0
326,telephone,may,3,,0,nonexistent,0
327,telephone,may,3,,0,nonexistent,0
328,telephone,may,2,,0,nonexistent,0
329,telephone,may,3,,0,nonexistent,0
330,telephone,may,2,,0,nonexistent,0
331,telephone,may,2,,0,nonexistent,0
332,telephone,may,5,,0,nonexistent,0
333,telephone,may,5,,0,nonexistent,0
334,telephone,may,3,,0,nonexistent,0
335,telephone,may,4,,0,nonexistent,0
336,telephone,may,2,,0,nonexistent,0
337,telephone,may,3,,0,nonexistent,0
338,telephone,may,2,,0,nonexistent,0
339,telephone,may,2,,0,nonexistent,0
340,telephone,may,3,,0,nonexistent,0
341,telephone,may,3,,0,nonexistent,0
342,telephone,may,3,,0,nonexistent,0
343,telephone,may,2,,0,nonexistent,0
344,telephone,may,2,,0,nonexistent,0
345,telephone,may,2,,0,nonexistent,0
346,telephone,may,2,,0,nonexistent,0
347,telephone,may,4,,0,nonexistent,0
348,telephone,may,3,,0,nonexistent,0
349,telephone,may,2,,0,nonexistent,0
350,telephone,may,3,,0,nonexistent,0
351,telephone,may,2,,0,nonexistent,0
352,telephone,may,2,,0,nonexistent,0
353,telephone,may,3,,0,nonexistent,0
354,telephone,may,2,,0,nonexistent,0
355,telephone,may,4,,0,nonexistent,0
356,telephone,may,2,,0,nonexistent,0
357,telephone,may,2,,0,nonexistent,0
358,telephone,may,3,,0,nonexistent,0
359,telephone,may,2,,0,nonexistent,0
360,telephone,may,3,,0,nonexistent,0
361,telephone,may,2,,0,nonexistent,0
362,telephone,may,3,,0,nonexistent,0
363,telephone,may,3,,0,nonexistent,0
364,telephone,may,1,,0,nonexistent,0
365,telephone,may,1,,0,nonexistent,0
366,telephone,may,1,,0,nonexistent,0
367,telephone,may,1,,0,nonexistent,0
368,telephone,may,1,,0,nonexistent,0
369,telephone,may,1,,0,nonexistent,0
370,telephone,may,1,,0,nonexistent,0
371,telephone,may,1,,0,nonexistent,0
372,telephone,may,1,,0,nonexistent,0
373,telephone,may,1,,0,nonexistent,0
374,telephone,may,1,,0,nonexistent,0
375,telephone,may,1,,0,nonexistent,0
376,telephone,may,1,,0,nonexistent,0
377,telephone,may,1,,0,nonexistent,0
378,telephone,may,1,,0,nonexistent,0
379,telephone,may,1,,0,nonexistent,0
380,telephone,may,2,,0,nonexistent,0
381,telephone,may,1,,0,nonexistent,0
382,telephone,may,1,,0,nonexistent,0
383,telephone,may,1,,0,nonexistent,0
384,telephone,may,1,,0,nonexistent,0
385,telephone,may,1,,0,nonexistent,0
386,telephone,may,1,,0,nonexistent,0
387,telephone,may,4,,0,nonexistent,0
388,telephone,may,1,,0,nonexistent,1
389,telephone,may,1,,0,nonexistent,1
390,telephone,may,1,,0,nonexistent,0
391,telephone,may,1,,0,nonexistent,0
392,telephone,may,1,,0,nonexistent,0
393,telephone,may,1,,0,nonexistent,0
394,telephone,may,1,,0,nonexistent,0
395,telephone,may,2,,0,nonexistent,0
396,telephone,may,3,,0,nonexistent,0
397,telephone,may,1,,0,nonexistent,0
398,telephone,may,2,,0,nonexistent,0
399,telephone,may,1,,0,nonexistent,0
400,telephone,may,1,,0,nonexistent,0
401,telephone,may,1,,0,nonexistent,0
402,telephone,may,1,,0,nonexistent,0
403,telephone,may,1,,0,nonexistent,0
404,telephone,may,1,,0,nonexistent,0
405,telephone,may,1,,0,nonexistent,0
406,telephone,may,1,,0,nonexistent,0
407,telephone,may,2,,0,nonexistent,0
408,telephone,may,2,,0,nonexistent,0
409,telephone,may,1,,0,nonexistent,0
410,telephone,may,1,,0,nonexistent,0
411,telephone,may,1,,0,nonexistent,0
412,telephone,may,1,,0,nonexistent,0
413,telephone,may,1,,0,nonexistent,0
414,telephone,may,1,,0,nonexistent,0
415,telephone,may,2,,0,nonexistent,0
416,telephone,may,1,,0,nonexistent,0
417,telephone,may,1,,0,nonexistent,0
418,telephone,may,1,,0,nonexistent,0
419,telephone,may,1,,0,nonexistent,0
420,telephone,may,1,,0,nonexistent,0
421,telephone,may,1,,0,nonexistent,0
422,telephone,may,1,,0,nonexistent,0
423,telephone,may,3,,0,nonexistent,0
424,telephone,may,1,,0,nonexistent,0
425,telephone,may,2,,0,nonexistent,0
426,telephone,may,1,,0,nonexistent,0
427,telephone,may,1,,0,nonexistent,0
428,telephone,may,3,,0,nonexistent,0
429,telephone,may,1,,0,nonexistent,0
430,telephone,may,1,,0,nonexistent,0
431,telephone,may,1,,0,nonexistent,0
432,telephone,may,1,,0,nonexistent,0
433,telephone,may,1,,0,nonexistent,0
434,telephone,may,1,,0,nonexistent,0
435,telephone,may,2,,0,nonexistent,0
436,telephone,may,1,,0,nonexistent,0
437,telephone,may,1,,0,nonexistent,0
438,telephone,may,1,,0,nonexistent,0
439,telephone,may,1,,0,nonexistent,0
440,telephone,may,1,,0,nonexistent,0
441,telephone,may,1,,0,nonexistent,0
442,telephone,may,2,,0,nonexistent,0
443,telephone,may,1,,0,nonexistent,0
444,telephone,may,1,,0,nonexistent,0
445,telephone,may,1,,0,nonexistent,0
446,telephone,may,1,,0,nonexistent,1
447,telephone,may,1,,0,nonexistent,0
448,telephone,may,1,,0,nonexistent,0
449,telephone,may,1,,0,nonexistent,0
450,telephone,may,1,,0,nonexistent,0
451,telephone,may,1,,0,nonexistent,0
452,telephone,may,2,,0,nonexistent,0
453,telephone,may,1,,0,nonexistent,0
454,telephone,may,1,,0,nonexistent,0
455,telephone,may,1,,0,nonexistent,0
456,telephone,may,2,,0,nonexistent,0
457,telephone,may,1,,0,nonexistent,0
458,telephone,may,2,,0,nonexistent,0
459,telephone,may,1,,0,nonexistent,0
460,telephone,may,1,,0,nonexistent,0
461,telephone,may,4,,0,nonexistent,0
462,telephone,may,1,,0,nonexistent,0
463,telephone,may,1,,0,nonexistent,0
464,telephone,may,1,,0,nonexistent,0
465,telephone,may,1,,0,nonexistent,0
466,telephone,may,1,,0,nonexistent,0
467,telephone,may,3,,0,nonexistent,0
468,telephone,may,1,,0,nonexistent,0
469,telephone,may,1,,0,nonexistent,1
470,telephone,may,1,,0,nonexistent,0
471,telephone,may,1,,0,nonexistent,0
472,telephone,may,1,,0,nonexistent,0
473,telephone,may,1,,0,nonexistent,0
474,telephone,may,2,,0,nonexistent,0
475,telephone,may,1,,0,nonexistent,0
476,telephone,may,1,,0,nonexistent,0
477,telephone,may,1,,0,nonexistent,0
478,telephone,may,1,,0,nonexistent,0
479,telephone,may,1,,0,nonexistent,0
480,telephone,may,1,,0,nonexistent,0
481,telephone,may,1,,0,nonexistent,0
482,telephone,may,1,,0,nonexistent,0
483,telephone,may,1,,0,nonexistent,0
484,telephone,may,1,,0,nonexistent,0
485,telephone,may,2,,0,nonexistent,0
486,telephone,may,1,,0,nonexistent,0
487,telephone,may,1,,0,nonexistent,0
488,telephone,may,2,,0,nonexistent,0
489,telephone,may,2,,0,nonexistent,0
490,telephone,may,2,,0,nonexistent,0
491,telephone,may,2,,0,nonexistent,0
492,telephone,may,2,,0,nonexistent,0
493,telephone,may,1,,0,nonexistent,0
494,telephone,may,1,,0,nonexistent,0
495,telephone,may,1,,0,nonexistent,0
496,telephone,may,1,,0,nonexistent,0
497,telephone,may,1,,0,nonexistent,0
498,telephone,may,2,,0,nonexistent,0
499,telephone,may,1,,0,nonexistent,0
500,telephone,may,1,,0,nonexistent,0
501,telephone,may,1,,0,nonexistent,0
502,telephone,may,1,,0,nonexistent,0
503,telephone,may,1,,0,nonexistent,0
504,telephone,may,1,,0,nonexistent,1
505,telephone,may,1,,0,nonexistent,0
506,telephone,may,3,,0,nonexistent,0
507,telephone,may,1,,0,nonexistent,0
508,telephone,may,1,,0,nonexistent,0
509,telephone,may,1,,0,nonexistent,0
510,telephone,may,1,,0,nonexistent,0
511,telephone,may,2,,0,nonexistent,0
512,telephone,may,1,,0,nonexistent,0
513,telephone,may,1,,0,nonexistent,0
514,telephone,may,1,,0,nonexistent,0
515,telephone,may,2,,0,nonexistent,0
516,telephone,may,1,,0,nonexistent,0
517,telephone,may,2,,0,nonexistent,0
518,telephone,may,2,,0,nonexistent,0
519,telephone,may,1,,0,nonexistent,0
520,telephone,may,1,,0,nonexistent,0
521,telephone,may,1,,0,nonexistent,0
522,telephone,may,1,,0,nonexistent,0
523,telephone,may,1,,0,nonexistent,0
524,telephone,may,1,,0,nonexistent,0
525,telephone,may,1,,0,nonexistent,0
526,telephone,may,1,,0,nonexistent,0
527,telephone,may,2,,0,nonexistent,0
528,telephone,may,1,,0,nonexistent,0
529,telephone,may,2,,0,nonexistent,0
530,telephone,may,2,,0,nonexistent,0
531,telephone,may,1,,0,nonexistent,0
532,telephone,may,1,,0,nonexistent,0
533,telephone,may,2,,0,nonexistent,0
534,telephone,may,1,,0,nonexistent,0
535,telephone,may,1,,0,nonexistent,0
536,telephone,may,1,,0,nonexistent,0
537,telephone,may,1,,0,nonexistent,0
538,telephone,may,1,,0,nonexistent,0
539,telephone,may,1,,0,nonexistent,0
540,telephone,may,1,,0,nonexistent,0
541,telephone,may,1,,0,nonexistent,0
542,telephone,may,1,,0,nonexistent,0
543,telephone,may,2,,0,nonexistent,0
544,telephone,may,1,,0,nonexistent,0
545,telephone,may,2,,0,nonexistent,0
546,telephone,may,2,,0,nonexistent,0
547,telephone,may,2,,0,nonexistent,0
548,telephone,may,1,,0,nonexistent,0
549,telephone,may,1,,0,nonexistent,0
550,telephone,may,2,,0,nonexistent,0
551,telephone,may,1,,0,nonexistent,0
552,telephone,may,2,,0,nonexistent,0
553,telephone,may,1,,0,nonexistent,0
554,telephone,may,1,,0,nonexistent,0
555,telephone,may,1,,0,nonexistent,0
556,telephone,may,3,,0,nonexistent,1
557,telephone,may,1,,0,nonexistent,0
558,telephone,may,1,,0,nonexistent,0
559,telephone,may,1,,0,nonexistent,0
560,telephone,may,1,,0,nonexistent,0
561,telephone,may,1,,0,nonexistent,0
562,telephone,may,1,,0,nonexistent,0
563,telephone,may,1,,0,nonexistent,0
564,telephone,may,1,,0,nonexistent,0
565,telephone,may,1,,0,nonexistent,0
566,telephone,may,1,,0,nonexistent,0
567,telephone,may,2,,0,nonexistent,0
568,telephone,may,3,,0,nonexistent,0
569,telephone,may,2,,0,nonexistent,0
570,telephone,may,2,,0,nonexistent,0
571,telephone,may,2,,0,nonexistent,0
572,telephone,may,2,,0,nonexistent,0
573,telephone,may,4,,0,nonexistent,0
574,telephone,may,2,,0,nonexistent,0
575,telephone,may,3,,0,nonexistent,0
576,telephone,may,4,,0,nonexistent,0
577,telephone,may,2,,0,nonexistent,0
578,telephone,may,2,,0,nonexistent,0
579,telephone,may,3,,0,nonexistent,0
580,telephone,may,1,,0,nonexistent,0
581,telephone,may,2,,0,nonexistent,0
582,telephone,may,1,,0,nonexistent,0
583,telephone,may,2,,0,nonexistent,0
584,telephone,may,1,,0,nonexistent,0
585,telephone,may,2,,0,nonexistent,0
586,telephone,may,2,,0,nonexistent,0
587,telephone,may,2,,0,nonexistent,0
588,telephone,may,1,,0,nonexistent,0
589,telephone,may,5,,0,nonexistent,0
590,telephone,may,3,,0,nonexistent,0
591,telephone,may,2,,0,nonexistent,0
592,telephone,may,1,,0,nonexistent,0
593,telephone,may,2,,0,nonexistent,0
594,telephone,may,2,,0,nonexistent,0
595,telephone,may,4,,0,nonexistent,0
596,telephone,may,1,,0,nonexistent,0
597,telephone,may,2,,0,nonexistent,0
598,telephone,may,1,,0,nonexistent,0
599,telephone,may,1,,0,nonexistent,0
600,telephone,may,1,,0,nonexistent,0
601,telephone,may,2,,0,nonexistent,0
602,telephone,may,1,,0,nonexistent,0
603,telephone,may,1,,0,nonexistent,0
604,telephone,may,1,,0,nonexistent,0
605,telephone,may,1,,0,nonexistent,0
606,telephone,may,1,,0,nonexistent,0
607,telephone,may,2,,0,nonexistent,0
608,telephone,may,5,,0,nonexistent,0
609,telephone,may,1,,0,nonexistent,0
610,telephone,may,2,,0,nonexistent,0
611,telephone,may,1,,0,nonexistent,0
612,telephone,may,1,,0,nonexistent,0
613,telephone,may,3,,0,nonexistent,0
614,telephone,may,1,,0,nonexistent,0
615,telephone,may,2,,0,nonexistent,0
616,telephone,may,4,,0,nonexistent,0
617,telephone,may,2,,0,nonexistent,0
618,telephone,may,2,,0,nonexistent,0
619,telephone,may,3,,0,nonexistent,0
620,telephone,may,1,,0,nonexistent,0
621,telephone,may,4,,0,nonexistent,0
622,telephone,may,3,,0,nonexistent,0
623,telephone,may,2,,0,nonexistent,0
624,telephone,may,2,,0,nonexistent,0
625,telephone,may,1,,0,nonexistent,0
626,telephone,may,1,,0,nonexistent,0
627,telephone,may,1,,0,nonexistent,0
628,telephone,may,2,,0,nonexistent,0
629,telephone,may,2,,0,nonexistent,0
630,telephone,may,2,,0,nonexistent,0
631,telephone,may,1,,0,nonexistent,0
632,telephone,may,2,,0,nonexistent,0
633,telephone,may,1,,0,nonexistent,0
634,telephone,may,3,,0,nonexistent,0
635,telephone,may,2,,0,nonexistent,0
636,telephone,may,2,,0,nonexistent,0
637,telephone,may,2,,0,nonexistent,0
638,telephone,may,3,,0,nonexistent,0
639,telephone,may,5,,0,nonexistent,0
640,telephone,may,2,,0,nonexistent,0
641,telephone,may,3,,0,nonexistent,0
642,telephone,may,2,,0,nonexistent,0
643,telephone,may,1,,0,nonexistent,0
644,telephone,may,2,,0,nonexistent,0
645,telephone,may,3,,0,nonexistent,0
646,telephone,may,1,,0,nonexistent,0
647,telephone,may,1,,0,nonexistent,0
648,telephone,may,2,,0,nonexistent,0
649,telephone,may,1,,0,nonexistent,0
650,telephone,may,1,,0,nonexistent,0
651,telephone,may,1,,0,nonexistent,0
652,telephone,may,1,,0,nonexistent,0
653,telephone,may,2,,0,nonexistent,0
654,telephone,may,2,,0,nonexistent,0
655,telephone,may,2,,0,nonexistent,0
656,telephone,may,4,,0,nonexistent,0
657,telephone,may,2,,0,nonexistent,0
658,telephone,may,2,,0,nonexistent,0
659,telephone,may,3,,0,nonexistent,0
660,telephone,may,2,,0,nonexistent,0
661,telephone,may,3,,0,nonexistent,0
662,telephone,may,1,,0,nonexistent,0
663,telephone,may,3,,0,nonexistent,0
